,danceability,valence,energy,loudness,acousticness,instrumentalness,liveness,major_count,minor_count,mbti
15,0.6465000000000001,0.52184,0.7333600000000001,-4.578360000000001,0.19027228,0.0002757743999999,0.170216,30.0,20.0,9
16,0.5469473684210526,0.3317421052631579,0.3572631578947368,-10.953105263157894,0.6526526315789474,0.01350632,0.1597947368421052,17.0,2.0,9
17,0.57512,0.402292,0.5871400000000001,-7.152980000000001,0.347586872,0.0501229568,0.1385519999999999,38.0,12.0,9
18,0.5583400000000001,0.328194,0.4226399999999999,-8.1648,0.664306,0.0777927485999999,0.1571419999999999,43.0,7.0,9
19,0.5468799999999999,0.4641399999999999,0.560424,-8.131820000000001,0.345506,0.0780637778,0.204924,40.0,10.0,9
20,0.546088888888889,0.4001488888888888,0.5325333333333334,-8.825066666666665,0.3347546117777778,0.2449191742222222,0.1703822222222222,34.0,11.0,9
21,0.5922499999999999,0.3835321428571429,0.3303535714285714,-13.14267857142857,0.6542833214285715,0.0613313,0.1429464285714286,27.0,1.0,9
22,0.5394720000000001,0.372288,0.64518,-6.431620000000001,0.2357297106,0.108509481,0.186392,24.0,26.0,9
23,0.6315,0.48112,0.5163,-6.158240000000001,0.540214,0.026488011,0.182176,46.0,4.0,9
24,0.5522,0.346746,0.516062,-7.980860000000002,0.358674,0.0143512188,0.151544,42.0,8.0,9
25,0.55804,0.3931519999999999,0.5225380000000001,-8.851759999999999,0.377329838,0.1101255918,0.172154,31.0,19.0,9
26,0.5477599999999999,0.3811759999999999,0.58494,-7.1704,0.32040828,0.0498470618,0.1522899999999999,33.0,17.0,9
27,0.4566200000000001,0.36797,0.68324,-7.824440000000001,0.1687894302,0.1467433834,0.184952,35.0,15.0,9
28,0.6018200000000001,0.4419279999999999,0.611582,-7.971520000000001,0.3089719999999999,0.198788296,0.1946579999999999,30.0,20.0,9
29,0.59426,0.464196,0.5603708,-9.22238,0.33048234,0.1119063882,0.1712959999999999,36.0,14.0,9
30,0.730923076923077,0.6003461538461539,0.7878076923076922,-3.757653846153846,0.081745923076923,0.0027541192307692,0.1658538461538461,10.0,16.0,9
31,0.56528,0.397052,0.58352,-8.04932,0.39158472,0.0577060464,0.128408,36.0,14.0,9
32,0.59458,0.3984939999999999,0.524204,-6.914039999999999,0.520916,0.0553596893999999,0.174088,36.0,14.0,9
33,0.65074,0.5186219999999999,0.6778940000000001,-6.947780000000002,0.1705971839999999,0.1572746856,0.189152,29.0,21.0,9
34,0.5475000000000001,0.396254,0.55598,-8.00496,0.3682551,0.1123035706,0.144084,30.0,20.0,9
35,0.6092,0.42768,0.5358999999999999,-6.829160000000002,0.4621655800000001,0.0005414812,0.149082,42.0,8.0,9
36,0.53026,0.46668,0.69014,-6.733359999999999,0.185469508,0.1950368405999999,0.197954,26.0,24.0,9
37,0.66038,0.3259899999999999,0.3519024,-12.3468,0.591266,0.7607702336000002,0.13581,33.0,17.0,9
38,0.677,0.4243639999999999,0.6053799999999999,-6.878460000000001,0.254596,0.0074107208,0.215218,24.0,26.0,9
39,0.7543400000000001,0.53054,0.7844400000000001,-5.1287400000000005,0.0778560599999999,0.1155394228,0.2169259999999999,35.0,15.0,9
40,0.5662391304347826,0.4969999999999999,0.6116782608695653,-7.03095652173913,0.2968469782608696,0.1457772136956521,0.195441304347826,29.0,17.0,9
41,0.50726,0.309222,0.47814,-8.906699999999999,0.519086,0.0363323948,0.146392,30.0,20.0,9
42,0.64314,0.520194,0.73478,-4.2093,0.1818792,6.0538e-05,0.187244,40.0,10.0,9
43,0.5335599999999999,0.3876379999999998,0.5016660000000001,-8.92562,0.446017872,0.2330313364,0.189726,34.0,16.0,9
44,0.5564399999999999,0.420632,0.563084,-8.30216,0.36425526,0.0963169114,0.1625,32.0,18.0,9
45,0.58182,0.4422,0.605802,-5.91748,0.359158,0.0101824868,0.1577739999999999,30.0,20.0,9
46,0.62384,0.565104,0.6361800000000001,-7.613480000000002,0.3003034,0.1277242856,0.185888,38.0,12.0,9
47,0.51022,0.4941279999999999,0.6845399999999999,-7.223380000000001,0.1470610259999999,0.141122749,0.18341,31.0,19.0,9
48,0.6977600000000002,0.63078,0.8125999999999999,-3.67272,0.098818,7.803939999999999e-05,0.19413,21.0,29.0,9
49,0.62168,0.53481,0.6191,-7.03594,0.234353764,0.0231193663999999,0.175536,32.0,18.0,9
50,0.6005400000000001,0.54118,0.67804,-7.172840000000001,0.2448716762,0.0385845824,0.168748,38.0,12.0,9
51,0.40794,0.2430159999999999,0.422912,-12.01084,0.45402912,0.2914230724,0.141016,27.0,23.0,9
52,0.55974,0.50688,0.5902200000000001,-8.62268,0.34209543,0.0797524571999999,0.155746,35.0,15.0,9
53,0.517074074074074,0.4132592592592593,0.4893333333333333,-10.274111111111113,0.4271274037037037,0.2752156337037036,0.1513629629629629,18.0,9.0,9
54,0.6030400000000001,0.54676,0.7047,-6.534380000000001,0.14651005,0.1128525752,0.195048,27.0,23.0,9
55,0.53962,0.339358,0.5447276,-7.776459999999999,0.324829162,0.0188255061999999,0.169456,28.0,22.0,9
56,0.6030400000000001,0.54676,0.7047,-6.534380000000001,0.14651005,0.1128525752,0.195048,27.0,23.0,9
57,0.64742,0.514972,0.66154,-6.19144,0.295149,0.0291009446,0.142676,30.0,20.0,9
58,0.7222500000000002,0.6268541666666666,0.7377083333333333,-4.405083333333334,0.1754208333333333,8.718437499999999e-05,0.1892,24.0,24.0,9
59,0.4821,0.410236,0.5813400000000001,-7.91348,0.22017986,0.1043219954,0.197074,30.0,20.0,9
60,0.71154,0.6170599999999999,0.82538,-3.38896,0.1159968,0.000189992,0.200624,32.0,18.0,9
61,0.5690000000000001,0.4337399999999999,0.54852,-7.6433,0.34446882,0.0097352724,0.177026,37.0,13.0,9
62,0.53626,0.4307939999999999,0.5476000000000001,-8.411100000000001,0.3536938599999999,0.0471817386,0.1929059999999999,33.0,17.0,9
63,0.5995128205128205,0.459225641025641,0.682897435897436,-5.1197948717948725,0.2812466666666667,0.0270687728205128,0.1668256410256409,28.0,11.0,9
64,0.4410444444444444,0.2478777777777778,0.4792888888888888,-10.09471111111111,0.4527784488888889,0.2092806686666667,0.15696,34.0,11.0,9
65,0.6129,0.5500600000000001,0.6727199999999999,-6.714440000000001,0.2089998,0.00389457,0.146512,37.0,13.0,9
66,0.5976,0.514166,0.511604,-9.5286,0.40969,0.0434705256,0.1620039999999999,30.0,20.0,9
67,0.42776,0.237748,0.338352,-12.253439999999998,0.6544338,0.135749406,0.144304,23.0,27.0,9
68,0.51574,0.3109239999999999,0.392502,-11.90948,0.5361287,0.2925137218,0.14779,28.0,22.0,9
69,0.6639,0.5271600000000001,0.70954,-4.7241800000000005,0.2110119999999999,0.0026698692,0.14632,23.0,27.0,9
70,0.5958260869565216,0.3450173913043478,0.5027826086956522,-7.599173913043479,0.473195652173913,0.0002106052173913,0.1329043478260869,13.0,10.0,9
71,0.53496,0.4812580000000001,0.68878,-7.448699999999999,0.14670398,0.025356299,0.17531,9.0,41.0,9
72,0.47586,0.320274,0.359186,-11.6831,0.5685958,0.0961283758,0.13709,29.0,21.0,9
73,0.4197199999999999,0.21101,0.239334,-13.098219999999996,0.7601012,0.1299994324,0.142576,43.0,7.0,9
74,0.54728,0.4768200000000001,0.65484,-6.808960000000001,0.2316969706,0.0636654426,0.1819339999999999,24.0,26.0,9
75,0.55428,0.378972,0.52608,-8.142520000000001,0.41048596,0.0307463296,0.166476,37.0,13.0,9
76,0.56156,0.4044419999999999,0.5828599999999999,-7.00118,0.31393884,0.0047511448,0.174024,36.0,14.0,9
77,0.5515000000000001,0.430828,0.585972,-8.13768,0.3496802705999999,0.0995741344,0.175686,35.0,15.0,9
78,0.5358,0.3647220000000001,0.42386,-9.41196,0.6102270000000001,0.058762696,0.15297,43.0,7.0,9
79,0.4304,0.313932,0.3613128,-12.84682,0.6493338299999999,0.359903062,0.185716,36.0,14.0,9
80,0.54466,0.353946,0.4847000000000001,-8.0991,0.4334982,0.0295731702,0.151168,43.0,7.0,9
81,0.59766,0.5273559999999999,0.50825,-9.42616,0.33616324,0.0088397581999999,0.15182,36.0,14.0,9
82,0.5749285714285716,0.4921428571428571,0.6523571428571427,-5.600285714285714,0.3296149999999999,4.691428571428571e-06,0.1313071428571428,10.0,4.0,9
83,0.6635555555555557,0.2787688888888889,0.2695342222222223,-14.558555555555555,0.74926,0.8149555555555555,0.15222,27.0,18.0,9
84,0.5328461538461539,0.3389,0.5978461538461539,-7.150923076923078,0.3356348461538462,0.0822773923076923,0.1285615384615384,9.0,4.0,9
85,0.65164,0.5805,0.67542,-5.60458,0.3109628,0.000148063,0.1753259999999999,36.0,14.0,9
86,0.7162826086956521,0.6047391304347824,0.7987608695652174,-4.505130434782608,0.1832173913043478,0.0015741415217391,0.1739304347826087,27.0,19.0,9
87,0.568804,0.4974080000000001,0.535552,-10.299,0.3082975799999999,0.130777802,0.169768,36.0,14.0,9
88,0.6171800000000001,0.45002,0.5694520000000001,-7.74126,0.3794741999999999,0.025145438,0.226242,32.0,18.0,9
89,0.5364117647058824,0.3491176470588235,0.4743529411764706,-7.550588235294119,0.4157941176470588,0.0019665429411764,0.1189,14.0,3.0,9
90,0.6539999999999999,0.5846129032258065,0.8301612903225807,-3.838548387096776,0.1179832258064516,0.0021961819354838,0.1926709677419354,17.0,14.0,9
91,0.5426799999999999,0.4196,0.60942,-7.37444,0.3316174799999999,0.0659742328,0.164788,32.0,18.0,9
92,0.6243799999999999,0.5489999999999999,0.616,-7.2045,0.20158724,0.0200894327999999,0.197904,27.0,23.0,9
93,0.55218,0.3579079999999999,0.5234920000000001,-8.173359999999999,0.39130606,0.1167539128,0.2107739999999999,34.0,16.0,9
94,0.6243799999999999,0.5489999999999999,0.616,-7.2045,0.20158724,0.0200894327999999,0.197904,27.0,23.0,9
95,0.4836199999999999,0.36117,0.426518,-10.647,0.5409357506,0.1600824267999999,0.128548,41.0,9.0,9
96,0.5622599999999999,0.5070419999999999,0.7558199999999999,-6.3474200000000005,0.1270475079999999,0.1320974912,0.218166,24.0,26.0,9
97,0.67502,0.6861400000000001,0.6537000000000001,-9.5397,0.14353142,0.0605636897999999,0.11793,28.0,22.0,9
98,0.5741388888888888,0.3447805555555556,0.2913533333333333,-15.063833333333331,0.72086,0.2992690586111111,0.1390416666666666,28.0,8.0,9
99,0.31702,0.15397,0.09141,-23.852080000000004,0.96286,0.83452694,0.1138839999999999,26.0,24.0,9
100,0.6066199999999999,0.385936,0.5164,-8.32756,0.4726816000000001,0.0244852596,0.200854,28.0,22.0,9
101,0.5948599999999999,0.425764,0.63202,-5.76022,0.29550384,0.0127274613999999,0.153352,35.0,15.0,9
102,0.65376,0.52768,0.6328600000000001,-5.62616,0.4664157999999999,0.0136022723999999,0.183484,33.0,17.0,9
103,0.5242380952380953,0.3106095238095238,0.428095238095238,-9.819238095238097,0.4931583333333333,0.0470790923809523,0.1571571428571428,14.0,7.0,9
104,0.5593400000000001,0.353182,0.61408,-6.56874,0.2006483999999999,0.061492316,0.160138,29.0,21.0,9
105,0.6509199999999999,0.5746899999999999,0.61996,-7.62846,0.2132426,0.0381257744,0.193598,30.0,20.0,9
106,0.56796,0.384102,0.5465199999999999,-7.820740000000001,0.3721736,0.0037218869999999,0.1464839999999999,47.0,3.0,9
107,0.53198,0.4281819999999999,0.63958,-6.8577,0.2579557186,0.034321685,0.1477119999999999,37.0,13.0,9
108,0.49396,0.3403299999999999,0.5180600000000001,-7.731660000000001,0.3986910000000001,0.0222570458,0.160912,35.0,15.0,9
109,0.782,0.64886,0.7861400000000001,-5.50778,0.1434058,0.0019953552,0.1872859999999999,18.0,32.0,9
110,0.55496,0.4002099999999999,0.5871900000000001,-7.8027,0.26547266,0.0831512176,0.163516,39.0,11.0,9
111,0.265912,0.088394,0.2474819999999999,-16.241120000000002,0.7955827999999999,0.7288440509999999,0.1129539999999999,26.0,24.0,9
112,0.37902,0.176054,0.2134194,-14.85006,0.8455199999999999,0.202894948,0.1429339999999999,36.0,14.0,9
113,0.5210199999999999,0.362168,0.616394,-7.42614,0.2704939879999999,0.0833110496,0.210634,30.0,20.0,9
114,0.58044,0.422226,0.6563,-7.994980000000001,0.138505608,0.1840258953999999,0.220374,34.0,16.0,9
115,0.6004200000000001,0.397164,0.462272,-8.769340000000001,0.4701108,0.0008043309999999,0.15419,43.0,7.0,9
116,0.5699200000000001,0.5349999999999999,0.63832,-8.41272,0.221386822,0.1396305414,0.171108,25.0,25.0,9
117,0.6245714285714286,0.4856428571428571,0.658642857142857,-4.523321428571429,0.3637189285714285,0.0002370978571428,0.1765642857142857,22.0,6.0,9
118,0.5130857142857143,0.2732885714285714,0.2288171428571428,-13.83294285714286,0.7934571428571429,0.1405864205714286,0.1484228571428571,30.0,5.0,9
119,0.5022631578947369,0.342021052631579,0.4855868421052632,-8.90671052631579,0.4859162631578949,0.0890611,0.1223263157894737,30.0,8.0,9
120,0.5869599999999999,0.427042,0.50978,-7.58054,0.5416771,0.0178940298,0.17772,31.0,19.0,9
121,0.6436,0.58492,0.71328,-5.520579999999999,0.135370952,0.0165461014,0.2199259999999999,29.0,21.0,9
122,0.56462,0.5397280000000001,0.6498999999999999,-7.95124,0.22567794,0.0879077901999999,0.1823759999999999,28.0,22.0,9
123,0.4788333333333334,0.3527916666666666,0.456375,-8.358833333333333,0.6065833333333334,0.0707536833333333,0.1727541666666666,23.0,1.0,9
124,0.5869,0.417375,0.5151500000000001,-8.069150000000002,0.383283,0.087369196,0.155675,11.0,9.0,9
125,0.5860967741935483,0.4045774193548386,0.573258064516129,-8.044096774193548,0.3368217741935485,0.0244112174193548,0.162616129032258,16.0,15.0,9
126,0.63424,0.54764,0.71312,-6.253120000000001,0.19060082,0.0786638438,0.191746,33.0,17.0,9
127,0.57184,0.389894,0.58038,-7.7151,0.33741492,0.0341289394,0.156456,36.0,14.0,9
128,0.5089655172413794,0.2870689655172414,0.4988965517241379,-9.93248275862069,0.3864241379310346,0.0631742793103448,0.1538413793103448,19.0,10.0,9
129,0.5035000000000001,0.4811979999999999,0.5660000000000001,-8.320240000000002,0.257215878,0.0563693278,0.189936,39.0,11.0,9
130,0.57994,0.42968,0.564528,-7.91252,0.3958428220000001,0.0386553751999999,0.146226,39.0,11.0,9
131,0.6071,0.4570240000000001,0.6219399999999999,-6.62772,0.2667356199999999,0.0118290643999999,0.219072,25.0,25.0,9
132,0.61266,0.49872,0.70962,-4.86336,0.17427868,0.000306243,0.14715,30.0,20.0,9
133,0.5235,0.336771875,0.51605625,-9.51034375,0.4207321687499999,0.1410837259375,0.163565625,24.0,8.0,9
134,0.60382,0.449188,0.62052,-5.08542,0.4613590000000001,0.0003236154,0.155976,30.0,20.0,9
135,0.6719200000000001,0.57192,0.8308,-3.75134,0.11311286,0.0043364238,0.175638,24.0,26.0,9
136,0.5746451612903226,0.3978838709677419,0.5504516129032259,-6.209870967741937,0.424846129032258,0.0106827954838709,0.1739129032258064,26.0,5.0,9
137,0.5854074074074074,0.371137037037037,0.5390000000000001,-7.625999999999999,0.2895255555555555,0.014956217037037,0.1434259259259259,12.0,15.0,9
138,0.6092380952380951,0.5177619047619049,0.5232857142857142,-8.099142857142857,0.4789380952380953,0.0396411457142857,0.1950142857142857,16.0,5.0,9
139,0.5383181818181817,0.359090909090909,0.4733636363636364,-9.542227272727272,0.5041031818181818,0.0788219813636363,0.1710818181818182,15.0,7.0,9
140,0.63174,0.448658,0.409356,-9.084,0.564242,0.083900977,0.158446,37.0,13.0,9
141,0.64498,0.51446,0.8136999999999999,-4.0242,0.0779696399999999,0.0181767434,0.180578,24.0,26.0,9
142,0.5195199999999999,0.3929020000000001,0.5655600000000001,-7.215020000000001,0.3078135999999999,0.0252058825999999,0.16368,39.0,11.0,9
143,0.49666,0.392896,0.65096,-7.282140000000001,0.204690222,0.1006213221999999,0.2140319999999999,33.0,17.0,9
144,0.56634,0.3492120000000001,0.6224799999999999,-7.33888,0.12346149,0.0576257649999999,0.1613379999999999,22.0,28.0,9
145,0.55092,0.42406,0.534242,-8.30648,0.4502142259999999,0.0197599094,0.152096,37.0,13.0,9
146,0.70308,0.65706,0.7981,-3.711440000000001,0.1225637,0.00051176,0.16901,25.0,25.0,9
147,0.5781666666666666,0.4155833333333333,0.5251666666666667,-7.650583333333333,0.4373666666666666,0.0141275975,0.1812249999999999,6.0,6.0,9
148,0.5740000000000001,0.479,0.54135,-9.17,0.3510494999999999,0.1477841765,0.1837099999999999,15.0,5.0,9
149,0.5740000000000001,0.479,0.54135,-9.17,0.3510494999999999,0.1477841765,0.1837099999999999,15.0,5.0,9
150,0.52904,0.4587299999999999,0.6012000000000001,-8.756359999999999,0.3182642044,0.1899481781999999,0.153032,38.0,12.0,9
151,0.6374186046511627,0.4163511627906976,0.5272790697674418,-7.4787441860465105,0.421446511627907,0.005273116744186,0.1782325581395349,34.0,9.0,9
152,0.5080454545454546,0.3755886363636362,0.5247499999999999,-7.921,0.3416783529545454,0.0918836540909091,0.188825,36.0,8.0,9
153,0.59486,0.478986,0.566622,-7.447940000000001,0.3359967,0.0569813853999999,0.147632,24.0,26.0,9
154,0.611,0.4909444444444445,0.7218333333333332,-6.164777777777778,0.1697027222222222,0.2072995777777778,0.2188444444444444,10.0,8.0,9
155,0.53836,0.369572,0.5203717999999999,-8.786839999999998,0.3906157,0.0807151617999999,0.144768,39.0,11.0,9
156,0.6684242424242424,0.5288030303030303,0.6703939393939394,-6.225939393939393,0.1724945454545454,0.0144884,0.1665575757575757,18.0,15.0,9
157,0.4962857142857143,0.3175142857142857,0.5944285714285714,-7.004428571428574,0.2764290476190476,0.0089767004761904,0.1573285714285714,12.0,9.0,9
158,0.5380400000000001,0.3758419999999999,0.49957,-9.03334,0.404754368,0.0992691964,0.1701399999999999,41.0,9.0,9
159,0.5894,0.374976,0.4485444,-10.092200000000002,0.477218,0.0409702543999999,0.149092,33.0,17.0,9
160,0.48074,0.339852,0.58759,-7.82492,0.313881436,0.070628165,0.147592,30.0,20.0,9
161,0.4861190476190477,0.3274023809523809,0.4126952380952381,-10.270119047619048,0.436332845952381,0.1112954316666666,0.1381928571428571,36.0,6.0,9
162,0.47542,0.491818,0.71682,-7.23794,0.1614452864,0.2363445962,0.2064959999999999,38.0,12.0,9
163,0.56072,0.464084,0.613554,-7.961299999999999,0.322647554,0.0811027768,0.18523,33.0,17.0,9
164,0.5815400000000001,0.389548,0.552102,-7.56292,0.4317663999999999,0.0190660514,0.1409059999999999,30.0,20.0,9
165,0.6781333333333334,0.5028666666666667,0.6572,-4.7834,0.2645266666666666,0.0004412826666666,0.0966666666666666,5.0,10.0,9
166,0.6573,0.49314,0.6872600000000001,-5.438300000000001,0.1558674199999999,0.0026040161999999,0.164742,16.0,34.0,9
167,0.49314,0.307384,0.51264,-8.35074,0.4193722,0.0710595004,0.180058,43.0,7.0,9
168,0.541611111111111,0.5211666666666667,0.6545555555555556,-6.985499999999999,0.2224508888888888,0.0481403083333333,0.1782888888888888,10.0,8.0,9
169,0.56922,0.393694,0.5787599999999999,-6.87518,0.2828063999999999,0.0787333788,0.140924,41.0,9.0,9
170,0.6418600000000001,0.4921,0.519308,-7.671119999999998,0.4361671999999999,0.0289952234,0.1681019999999999,32.0,18.0,9
171,0.47834,0.429418,0.8085337,-5.67288,0.0315052222,0.0601849998,0.2251599999999999,30.0,20.0,9
172,0.56734,0.5142,0.7218000000000001,-6.34296,0.143869562,0.0900132304,0.19609,20.0,30.0,9
173,0.5635531914893618,0.443391489361702,0.5797234042553192,-7.065,0.3248976808510638,0.0105378563829787,0.167263829787234,32.0,15.0,9
174,0.5946774193548386,0.4475548387096774,0.6194193548387097,-8.05851612903226,0.2396327516129032,0.0569006893548387,0.1842645161290322,22.0,9.0,9
175,0.4746111111111111,0.3491111111111111,0.5135000000000001,-9.56061111111111,0.433916111111111,0.3035986111111111,0.1534444444444444,9.0,9.0,9
176,0.4874333333333333,0.3424366666666666,0.5876699999999998,-7.7621,0.1904156666666666,0.090711578,0.2122433333333333,14.0,16.0,9
177,0.535952380952381,0.3605928571428571,0.5395404761904762,-8.626571428571427,0.3372185714285714,0.0195319966666666,0.1384428571428571,28.0,14.0,9
178,0.4558799999999998,0.259656,0.4414599999999999,-7.58586,0.5252840000000001,0.0337118336,0.1348439999999999,44.0,6.0,9
179,0.4558799999999998,0.259656,0.4414599999999999,-7.58586,0.5252840000000001,0.0337118336,0.1348439999999999,44.0,6.0,9
180,0.58916,0.597702,0.78274,-5.6601,0.1266339799999999,0.0300688672,0.142378,22.0,28.0,9
181,0.5569999999999999,0.3316692307692307,0.4079230769230769,-9.397769230769232,0.6129230769230769,0.0421793961538461,0.1304,9.0,4.0,9
182,0.5993,0.340208,0.60728,-7.0708600000000015,0.15530049,0.1178647982,0.173734,21.0,29.0,9
183,0.5550588235294117,0.4011794117647059,0.6019117647058824,-8.763,0.2179057352941176,0.0714519117647058,0.1640088235294117,26.0,8.0,9
184,0.5255000000000001,0.325138,0.465258,-10.10496,0.5092788,0.1408471815999999,0.149338,37.0,13.0,9
185,0.6071000000000001,0.472796,0.580042,-7.82966,0.2635972,0.0271671399999999,0.221084,21.0,29.0,9
186,0.5219361702127658,0.3830170212765956,0.5597659574468086,-8.252680851063833,0.3980999617021276,0.1372887789361702,0.1577212765957447,25.0,22.0,9
187,0.50672,0.378114,0.614706,-7.741060000000001,0.219428924,0.1392342658,0.153244,24.0,26.0,9
188,0.55412,0.418804,0.5745,-7.702539999999999,0.2779044599999999,0.0634729,0.1327439999999999,29.0,21.0,9
189,0.54348,0.3384019999999998,0.4251999999999999,-9.75906,0.557248,0.015058985,0.121782,47.0,3.0,9
190,0.59958,0.49536,0.6530000000000001,-6.12152,0.25230854,0.0291509394,0.1834239999999999,28.0,22.0,9
191,0.6161800000000001,0.48736,0.645822,-5.9817,0.28740726,0.0282667804,0.19944,29.0,21.0,9
192,0.63006,0.487108,0.59128,-6.81492,0.2838417199999999,0.0087367372,0.18718,33.0,17.0,9
193,0.5869399999999999,0.5344599999999999,0.648938,-7.745640000000001,0.285114666,0.0392337898,0.155038,27.0,23.0,9
194,0.5965416666666666,0.3759083333333333,0.6365625,-7.7761875,0.228390725,0.25129580125,0.18781875,22.0,26.0,9
195,0.5242291666666666,0.3772125,0.5343979166666667,-8.634229166666666,0.4024303541666666,0.0603468354166666,0.1603604166666666,13.0,35.0,9
196,0.48574,0.34159,0.57284,-8.17144,0.36755892,0.0951416466,0.144728,31.0,19.0,9
197,0.6529375,0.49525,0.601375,-6.480375,0.48012125,0.12077654125,0.14011875,8.0,8.0,9
198,0.6529375,0.49525,0.601375,-6.480375,0.48012125,0.12077654125,0.14011875,8.0,8.0,9
199,0.54606,0.313096,0.41408,-8.112940000000002,0.6154142,0.0364566172,0.175172,41.0,9.0,9
200,0.5843,0.5358780000000001,0.6187400000000001,-7.892519999999999,0.29556373,0.077434316,0.1516399999999999,30.0,20.0,9
201,0.53446,0.405208,0.531586,-8.33264,0.3717674,0.0455613974,0.172246,37.0,13.0,9
202,0.598,0.455368,0.5843800000000001,-7.80746,0.3949342,0.0366624734,0.15556,27.0,23.0,9
203,0.5751785714285714,0.3997142857142857,0.5237499999999999,-8.424928571428572,0.51975,0.041761615,0.1606678571428571,27.0,1.0,9
204,0.5206000000000001,0.3237,0.52518,-8.794400000000001,0.383680386,0.0597640272,0.12712,39.0,11.0,9
205,0.5332,0.338898,0.56534,-7.028860000000001,0.3345151999999999,0.0122767314,0.137644,34.0,16.0,9
206,0.5954,0.5520720000000001,0.6513,-7.015519999999999,0.21774193,0.0860041028,0.165374,36.0,14.0,9
207,0.53946,0.39728,0.543434,-8.9784,0.3150977966,0.2069961222,0.185322,31.0,19.0,9
208,0.5847200000000001,0.458626,0.65362,-6.5065800000000005,0.2481696,0.0782836505999999,0.162582,19.0,31.0,9
209,0.6388947368421052,0.499978947368421,0.6898421052631579,-6.459263157894737,0.1149770526315789,0.0862985736842105,0.1808368421052631,9.0,10.0,9
210,0.6312599999999999,0.4296199999999999,0.5706,-7.37442,0.34991433,0.0399207536,0.1903699999999999,27.0,23.0,9
211,0.5735800000000001,0.543262,0.71966,-6.285160000000001,0.1871393,0.0250967566,0.179972,33.0,17.0,9
212,0.59162,0.44547,0.6547200000000001,-7.61236,0.2144421485999999,0.0565764246,0.18672,32.0,18.0,9
213,0.58492,0.480212,0.651566,-8.11642,0.244699438,0.1399670004,0.214168,27.0,23.0,9
214,0.57072,0.3799319999999999,0.293768,-12.357179999999998,0.7389197999999999,0.0450902845999999,0.1507599999999999,39.0,11.0,9
215,0.52708,0.320642,0.481688,-8.1,0.4970595459999999,0.0198693446,0.1758559999999999,37.0,13.0,9
216,0.5475000000000001,0.396254,0.55598,-8.00496,0.3682551,0.1123035706,0.144084,30.0,20.0,9
217,0.50706,0.4109400000000001,0.4783999999999999,-8.341380000000001,0.577793,0.0318170946,0.15368,40.0,10.0,9
218,0.55094,0.5021599999999999,0.6927199999999999,-7.271679999999999,0.145549288,0.1016895202,0.1953359999999999,36.0,14.0,9
219,0.517525,0.3782474999999999,0.4043625,-10.576175,0.607525,0.04159355075,0.1479825,35.0,5.0,9
220,0.7056399999999999,0.6405399999999999,0.83132,-2.95068,0.1079242,0.0005659755999999,0.210304,23.0,27.0,9
221,0.5834600000000001,0.433372,0.575674,-8.742280000000001,0.38554588,0.2146216274,0.180256,32.0,18.0,9
222,0.5180600000000001,0.3692,0.52826,-8.835720000000002,0.3751308599999999,0.1313932511999999,0.1601439999999999,37.0,13.0,9
223,0.427157894736842,0.3602894736842106,0.4926052631578946,-9.154684210526316,0.3038485736842105,0.0585004402631578,0.18875,32.0,6.0,9
224,0.4909166666666666,0.3245833333333333,0.4814583333333333,-8.179541666666667,0.4983683333333333,0.0403821633333333,0.1265375,15.0,9.0,9
